Job.ID,Job.Category,Annual_salary,Posting.Date,month,count
347008,Innovation,76638,10/25/2019,10,33
347034,Social Services,64269.5,05/21/2018,5,4
347064,Engineering,134866.5,05/24/2018,5,24
347064,Architecture,134866.5,05/24/2018,5,24
347064,Planning,134866.5,05/24/2018,5,16
347106,Building Operations,47033.5,05/31/2018,5,6
347106,Maintenance,47033.5,05/31/2018,5,6
347238,Administration,36266.5,05/25/2018,5,9
347238,Inspections,36266.5,05/25/2018,5,31
347238,Enforcement,36266.5,05/25/2018,5,31
347288,Administration,64296,05/24/2018,5,9
347288,Human Resources,64296,05/24/2018,5,3
347293,Administration,81500,05/24/2018,5,9
347293,Human Resources,81500,05/24/2018,5,3
347305,Building Operations,82138.27,11/01/2019,11,25
347305,Inspections,82138.27,11/01/2019,11,39
347305,Enforcement,82138.27,11/01/2019,11,37
347338,Engineering,50849.5,05/31/2018,5,24
347338,Architecture,50849.5,05/31/2018,5,24
347338,Planning,50849.5,05/31/2018,5,16
347444,Legal Affairs,86585.5,05/24/2018,5,4
347589,Health,44377,05/30/2018,5,4
347935,Engineering,122966.5,06/25/2018,6,26
347935,Architecture,122966.5,06/25/2018,6,26
347935,Planning,122966.5,06/25/2018,6,17
348003,Public Safety,47033.5,06/13/2018,6,7
348003,Inspections,47033.5,06/13/2018,6,15
348003,Enforcement,47033.5,06/13/2018,6,15
348033,Building Operations,82138.27,06/05/2018,6,6
348033,Maintenance,82138.27,06/05/2018,6,5
348092,Engineering,93006.5,06/15/2018,6,26
348092,Architecture,93006.5,06/15/2018,6,26
348092,Data,93006.5,06/15/2018,6,5
348092,Innovation,93006.5,06/15/2018,6,5
348229,Engineering,98806,06/15/2018,6,26
348229,Architecture,98806,06/15/2018,6,26
348229,Data,98806,06/15/2018,6,5
348229,Innovation,98806,06/15/2018,6,5
348287,Health,53706.5,06/08/2018,6,2
348422,Engineering,86326.5,07/30/2018,7,32
348422,Architecture,86326.5,07/30/2018,7,33
348422,Data,86326.5,07/30/2018,7,22
348422,Innovation,86326.5,07/30/2018,7,16
348462,Engineering,67804.5,06/13/2018,6,26
348462,Architecture,67804.5,06/13/2018,6,26
348462,Planning,67804.5,06/13/2018,6,17
348560,Finance,54286.5,06/26/2018,6,11
348560,Accounting,54286.5,06/26/2018,6,13
348560,Procurement,54286.5,06/26/2018,6,9
348589,Public Safety,38957,06/13/2018,6,7
348589,Inspections,38957,06/13/2018,6,15
348589,Enforcement,38957,06/13/2018,6,15
348851,Constituent Services,102507,06/25/2018,6,7
348851,Community Programs,102507,06/25/2018,6,6
349028,Finance,50890,06/22/2018,6,11
349028,Accounting,50890,06/22/2018,6,13
349028,Procurement Policy,50890,06/22/2018,6,3
349028,Research,50890,06/22/2018,6,14
349028,Analysis,50890,06/22/2018,6,11
349030,Finance,51947,06/25/2018,6,11
349030,Accounting,51947,06/25/2018,6,13
349030,Procurement,51947,06/25/2018,6,9
349065,Engineering,77210.5,06/25/2018,6,26
349065,Architecture,77210.5,06/25/2018,6,26
349065,Planning,77210.5,06/25/2018,6,17
349129,Policy,64269.5,06/25/2018,6,3
349129,Research,64269.5,06/25/2018,6,14
349129,Inspections,64269.5,06/25/2018,6,15
349129,Enforcement,64269.5,06/25/2018,6,15
349213,Building Operations,47033.5,06/25/2018,6,6
349213,Maintenance,47033.5,06/25/2018,6,5
349286,Public Safety,47033.5,06/28/2018,6,7
349286,Inspections,47033.5,06/28/2018,6,15
349286,Enforcement,47033.5,06/28/2018,6,15
349350,Finance,84267.5,07/03/2018,7,16
349350,Accounting,84267.5,07/03/2018,7,18
349350,Procurement,84267.5,07/03/2018,7,14
349425,Research,82860,07/03/2018,7,22
349425,Analysis,82860,07/03/2018,7,21
349516,Social Services,75036.5,08/20/2018,8,6
349565,Administration,47864.5,07/05/2018,7,11
349573,Finance,62063.5,07/03/2018,7,16
349573,Accounting,62063.5,07/03/2018,7,18
349573,Procurement,62063.5,07/03/2018,7,14
349677,Research,64148.5,07/12/2018,7,22
349677,Analysis,64148.5,07/12/2018,7,21
349806,Constituent Services,71470.16,07/10/2018,7,7
349806,Community Programs,71470.16,07/10/2018,7,5
350274,Engineering,66430,07/20/2018,7,32
350274,Architecture,66430,07/20/2018,7,33
350274,Planning,66430,07/20/2018,7,26
350318,Constituent Services,65217.5,07/13/2018,7,7
350318,Community Programs,65217.5,07/13/2018,7,5
350808,Engineering,66430,07/10/2018,7,32
350808,Architecture,66430,07/10/2018,7,33
350808,Planning,66430,07/10/2018,7,26
351735,Engineering,77210.5,07/20/2018,7,32
351735,Architecture,77210.5,07/20/2018,7,33
351735,Planning,77210.5,07/20/2018,7,26
352087,Administration,72865.5,07/13/2018,7,11
352087,Human Resources,72865.5,07/13/2018,7,4
352202,Technology,89890,07/12/2018,7,18
352202,Data,89890,07/12/2018,7,22
352202,Innovation,89890,07/12/2018,7,16
352367,Finance,50844,07/16/2018,7,16
352367,Accounting,50844,07/16/2018,7,18
352367,Procurement,50844,07/16/2018,7,14
354129,Finance,54525.5,07/25/2018,7,16
354129,Accounting,54525.5,07/25/2018,7,18
354129,Procurement Policy,54525.5,07/25/2018,7,3
354129,Research,54525.5,07/25/2018,7,22
354129,Analysis,54525.5,07/25/2018,7,21
354234,Building Operations,133385.62,07/17/2018,7,9
354234,Maintenance,133385.62,07/17/2018,7,8
354235,Engineering,59412,07/20/2018,7,32
354235,Architecture,59412,07/20/2018,7,33
354235,Planning,59412,07/20/2018,7,26
354439,Engineering,66430,07/30/2018,7,32
354439,Architecture,66430,07/30/2018,7,33
354439,Planning,66430,07/30/2018,7,26
354675,Technology,103532.5,07/20/2018,7,18
354675,Data,103532.5,07/20/2018,7,22
354675,Innovation,103532.5,07/20/2018,7,16
354733,Administration,44377,08/02/2018,8,11
354733,Research,44377,08/02/2018,8,26
354733,Analysis,44377,08/02/2018,8,21
354797,Engineering,66430,07/20/2018,7,32
354797,Architecture,66430,07/20/2018,7,33
354797,Planning,66430,07/20/2018,7,26
355490,Technology,103593,07/26/2018,7,18
355490,Data,103593,07/26/2018,7,22
355490,Innovation,103593,07/26/2018,7,16
355649,Finance,58571.5,08/03/2018,8,25
355649,Accounting,58571.5,08/03/2018,8,27
355649,Procurement Policy,58571.5,08/03/2018,8,3
355649,Research,58571.5,08/03/2018,8,26
355649,Analysis,58571.5,08/03/2018,8,21
355715,Technology,94411.5,08/01/2018,8,33
355715,Data,94411.5,08/01/2018,8,41
355715,Innovation,94411.5,08/01/2018,8,39
355730,Engineering,89586,08/08/2018,8,51
355730,Architecture,89586,08/08/2018,8,55
355730,Planning,89586,08/08/2018,8,42
355745,Engineering,98806,08/08/2018,8,51
355745,Architecture,98806,08/08/2018,8,55
355745,Planning,98806,08/08/2018,8,42
356341,Engineering,62693,08/03/2018,8,51
356341,Architecture,62693,08/03/2018,8,55
356341,Planning,62693,08/03/2018,8,42
356350,Engineering,56108.5,08/03/2018,8,51
356350,Architecture,56108.5,08/03/2018,8,55
356350,Planning,56108.5,08/03/2018,8,42
356491,Constituent Services,54409,08/02/2018,8,22
356491,Community Programs,54409,08/02/2018,8,12
356713,Engineering,89586,08/15/2018,8,51
356713,Architecture,89586,08/15/2018,8,55
356713,Planning,89586,08/15/2018,8,42
356797,Constituent Services,64269.5,09/11/2018,9,12
356797,Community Programs,64269.5,09/11/2018,9,9
356820,Policy,57171.5,08/03/2018,8,7
356820,Research,57171.5,08/03/2018,8,26
356820,Inspections,57171.5,08/03/2018,8,25
356820,Enforcement,57171.5,08/03/2018,8,24
356978,Engineering,66430,08/08/2018,8,51
356978,Architecture,66430,08/08/2018,8,55
356978,Planning,66430,08/08/2018,8,42
357584,Engineering,60592,09/18/2018,9,36
357584,Architecture,60592,09/18/2018,9,36
357584,Accounting,60592,09/18/2018,9,29
357584,Procurement,60592,09/18/2018,9,15
357652,Engineering,122966.5,08/28/2018,8,51
357652,Architecture,122966.5,08/28/2018,8,55
357652,Planning,122966.5,08/28/2018,8,42
357845,Health,78429,08/08/2018,8,13
357984,Technology,82500,08/08/2018,8,33
357984,Data,82500,08/08/2018,8,41
357984,Innovation,82500,08/08/2018,8,39
358147,Health,73576,08/08/2018,8,13
358190,Legal Affairs,134866.5,04/18/2019,4,4
359943,Building Operations,64040,08/17/2018,8,16
359943,Inspections,64040,08/17/2018,8,25
359943,Enforcement,64040,08/17/2018,8,24
360484,Engineering,67804.5,08/22/2018,8,51
360484,Architecture,67804.5,08/22/2018,8,55
360484,Planning,67804.5,08/22/2018,8,42
360639,Engineering,82704,08/20/2018,8,51
360639,Architecture,82704,08/20/2018,8,55
360639,Inspections,82704,08/20/2018,8,25
360639,Enforcement,82704,08/20/2018,8,24
361229,Technology,69821.5,08/21/2018,8,33
361229,Data,69821.5,08/21/2018,8,41
361229,Innovation,69821.5,08/21/2018,8,39
361257,Constituent Services,34420.68,08/21/2018,8,22
361257,Research,34420.68,08/21/2018,8,26
361257,Analysis,34420.68,08/21/2018,8,21
361494,Public Safety,46161.5,08/22/2018,8,11
361494,Inspections,46161.5,08/22/2018,8,25
361494,Enforcement,46161.5,08/22/2018,8,24
361598,Public Safety,49930,08/29/2018,8,11
361598,Inspections,49930,08/29/2018,8,25
361598,Enforcement,49930,08/29/2018,8,24
361715,Engineering,122966.5,08/29/2018,8,51
361715,Architecture,122966.5,08/29/2018,8,55
361715,Planning,122966.5,08/29/2018,8,42
361720,Engineering,49930,08/29/2018,8,51
361720,Architecture,49930,08/29/2018,8,55
361720,Planning,49930,08/29/2018,8,42
362424,Research,110511.5,08/29/2018,8,26
362424,Analysis,110511.5,08/29/2018,8,21
362723,Engineering,122966.5,09/04/2018,9,36
362723,Architecture,122966.5,09/04/2018,9,36
362723,Accounting,122966.5,09/04/2018,9,29
362723,Procurement,122966.5,09/04/2018,9,15
362942,Engineering,89586,10/18/2018,10,48
362942,Architecture,89586,10/18/2018,10,54
362942,Planning,89586,10/18/2018,10,44
363130,Engineering,122966.5,09/04/2018,9,36
363130,Architecture,122966.5,09/04/2018,9,36
363130,Accounting,122966.5,09/04/2018,9,29
363130,Procurement,122966.5,09/04/2018,9,15
363772,Technology,89121.5,09/05/2018,9,41
363772,Data,89121.5,09/05/2018,9,41
363772,Innovation,89121.5,09/05/2018,9,38
364002,Engineering,56411.5,10/01/2018,10,48
364002,Architecture,56411.5,10/01/2018,10,54
364002,Research,56411.5,10/01/2018,10,56
364002,Analysis,56411.5,10/01/2018,10,46
364642,Constituent Services,78530,09/17/2018,9,12
364642,Community Programs,78530,09/17/2018,9,9
364993,Public Safety,45998,09/12/2018,9,7
364993,Inspections,45998,09/12/2018,9,16
364993,Enforcement,45998,09/12/2018,9,16
365003,Engineering,51449.5,09/19/2018,9,36
365003,Architecture,51449.5,09/19/2018,9,36
365003,Planning,51449.5,09/19/2018,9,30
365034,Legal Affairs,91545.5,12/05/2018,12,4
365567,Engineering,67759,09/19/2018,9,36
365567,Architecture,67759,09/19/2018,9,36
365567,Planning,67759,09/19/2018,9,30
365912,Building Operations,87194.88,10/01/2018,10,22
365912,Maintenance,87194.88,10/01/2018,10,26
366229,Engineering,134866.5,10/01/2018,10,48
366229,Architecture,134866.5,10/01/2018,10,54
366229,Research,134866.5,10/01/2018,10,56
366229,Analysis,134866.5,10/01/2018,10,46
366241,Engineering,56108.5,10/01/2018,10,48
366241,Architecture,56108.5,10/01/2018,10,54
366241,Planning,56108.5,10/01/2018,10,44
366334,Social Services,69297.5,09/25/2018,9,4
366581,Engineering,98806,10/01/2018,10,48
366581,Architecture,98806,10/01/2018,10,54
366581,Inspections,98806,10/01/2018,10,42
366581,Enforcement,98806,10/01/2018,10,39
366589,Social Services,69297.5,09/24/2018,9,4
366759,Finance,70000,10/03/2018,10,31
366759,Accounting,70000,10/03/2018,10,34
366759,Procurement,70000,10/03/2018,10,16
366783,Technology,42781.5,09/21/2018,9,41
366783,Data,42781.5,09/21/2018,9,41
366783,Innovation,42781.5,09/21/2018,9,38
366818,Engineering,98806,09/26/2018,9,36
366818,Architecture,98806,09/26/2018,9,36
366818,Planning,98806,09/26/2018,9,30
366932,Building Operations,57198,10/01/2018,10,22
366932,Maintenance,57198,10/01/2018,10,26
367053,Building Operations,47033.5,10/01/2018,10,22
367053,Maintenance,47033.5,10/01/2018,10,26
367181,Engineering,122966.5,10/23/2018,10,48
367181,Architecture,122966.5,10/23/2018,10,54
367181,Inspections,122966.5,10/23/2018,10,42
367181,Enforcement,122966.5,10/23/2018,10,39
367653,Technology,69506.5,09/27/2018,9,41
367653,Data,69506.5,09/27/2018,9,41
367653,Innovation,69506.5,09/27/2018,9,38
367690,Technology,74839.5,09/27/2018,9,41
367690,Data,74839.5,09/27/2018,9,41
367690,Innovation,74839.5,09/27/2018,9,38
368207,Technology,95260.5,10/26/2018,10,37
368207,Data,95260.5,10/26/2018,10,47
368207,Innovation,95260.5,10/26/2018,10,33
368254,Public Safety,73067,10/05/2018,10,17
368254,Inspections,73067,10/05/2018,10,42
368254,Enforcement,73067,10/05/2018,10,39
368288,Policy,74406.5,10/23/2018,10,18
368288,Research,74406.5,10/23/2018,10,56
368288,Analysis,74406.5,10/23/2018,10,46
368322,Engineering,60592,10/12/2018,10,48
368322,Architecture,60592,10/12/2018,10,54
368322,Inspections,60592,10/12/2018,10,42
368322,Enforcement,60592,10/12/2018,10,39
368853,Constituent Services,95217.5,10/16/2018,10,34
368853,Community Programs,95217.5,10/16/2018,10,11
369120,Constituent Services,41655.6,10/10/2018,10,34
369120,Community Programs,41655.6,10/10/2018,10,11
369543,Policy,162051,10/15/2018,10,18
369543,Research,162051,10/15/2018,10,56
369543,Analysis,162051,10/15/2018,10,46
369705,Public Safety,41627.5,10/16/2018,10,17
369705,Inspections,41627.5,10/16/2018,10,42
369705,Enforcement,41627.5,10/16/2018,10,39
369817,Policy,49451,10/16/2018,10,18
369817,Research,49451,10/16/2018,10,56
369817,Analysis,49451,10/16/2018,10,46
370128,Technology,102500,10/18/2018,10,37
370128,Data,102500,10/18/2018,10,47
370128,Innovation,102500,10/18/2018,10,33
370132,Technology,80000,10/18/2018,10,37
370132,Data,80000,10/18/2018,10,47
370132,Innovation,80000,10/18/2018,10,33
371590,Technology,77145.5,10/19/2018,10,37
371590,Data,77145.5,10/19/2018,10,47
371590,Innovation,77145.5,10/19/2018,10,33
371999,Engineering,103050,10/26/2018,10,48
371999,Architecture,103050,10/26/2018,10,54
371999,Research,103050,10/26/2018,10,56
371999,Analysis,103050,10/26/2018,10,46
372029,Technology,90000,10/26/2018,10,37
372029,Data,90000,10/26/2018,10,47
372029,Innovation,90000,10/26/2018,10,33
372127,Legal Affairs,82045.5,11/08/2018,11,22
372127,Legal Affairs,82045.5,11/19/2018,11,22
372195,Finance,52332,10/24/2018,10,31
372195,Accounting,52332,10/24/2018,10,34
372195,Procurement,52332,10/24/2018,10,16
372196,Technology,91500,10/24/2018,10,37
372196,Data,91500,10/24/2018,10,47
372196,Innovation,91500,10/24/2018,10,33
372246,Finance,75442.5,10/24/2018,10,31
372246,Accounting,75442.5,10/24/2018,10,34
372246,Procurement,75442.5,10/24/2018,10,16
372255,Technology,91500,10/24/2018,10,37
372255,Data,91500,10/24/2018,10,47
372255,Innovation,91500,10/24/2018,10,33
372500,Finance,71431,10/26/2018,10,31
372500,Accounting,71431,10/26/2018,10,34
372500,Procurement,71431,10/26/2018,10,16
372640,Health,81798,10/26/2018,10,21
372651,Engineering,83797.5,02/21/2019,2,19
372651,Architecture,83797.5,02/21/2019,2,19
372651,Planning,83797.5,02/21/2019,2,11
372996,Public Safety,85000,10/30/2018,10,17
372996,Inspections,85000,10/30/2018,10,42
372996,Enforcement,85000,10/30/2018,10,39
373167,Engineering,60592,11/21/2018,11,64
373167,Architecture,60592,11/21/2018,11,67
373167,Planning,60592,11/21/2018,11,55
373213,Engineering,87531,11/01/2018,11,64
373213,Architecture,87531,11/01/2018,11,67
373213,Planning,87531,11/01/2018,11,55
373260,Building Operations,51402.5,11/09/2018,11,25
373260,Maintenance,51402.5,11/09/2018,11,26
373340,Technology,95000,11/07/2018,11,31
373340,Data,95000,11/07/2018,11,40
373340,Innovation,95000,11/07/2018,11,33
373602,Technology,95000,11/07/2018,11,31
373602,Data,95000,11/07/2018,11,40
373602,Innovation,95000,11/07/2018,11,33
373617,Research,59705.5,11/08/2018,11,49
373617,Inspections,59705.5,11/08/2018,11,39
373617,Enforcement,59705.5,11/08/2018,11,37
373717,Engineering,98275,11/09/2018,11,64
373717,Architecture,98275,11/09/2018,11,67
373717,Data,98275,11/09/2018,11,40
373717,Innovation,98275,11/09/2018,11,33
373748,Administration,177374.5,11/07/2018,11,44
373748,Accounting,177374.5,11/07/2018,11,28
373748,Procurement,177374.5,11/07/2018,11,16
373805,Research,58588.5,12/18/2018,12,8
373805,Inspections,58588.5,12/18/2018,12,5
373805,Enforcement,58588.5,12/18/2018,12,4
373833,Engineering,51543,11/16/2018,11,64
373833,Architecture,51543,11/16/2018,11,67
373833,Accounting,51543,11/16/2018,11,28
373833,Procurement,51543,11/16/2018,11,16
373927,Building Operations,94983.12,11/09/2018,11,25
373927,Maintenance,94983.12,11/09/2018,11,26
373928,Building Operations,94983.12,11/09/2018,11,25
373928,Maintenance,94983.12,11/09/2018,11,26
373929,Building Operations,98263.37,03/01/2019,3,5
373929,Maintenance,98263.37,03/01/2019,3,4
374267,Technology,87321.5,11/14/2018,11,31
374267,Data,87321.5,11/14/2018,11,40
374267,Innovation,87321.5,11/14/2018,11,33
374454,Building Operations,122966.5,11/14/2018,11,25
374454,Maintenance,122966.5,11/14/2018,11,26
374523,Building Operations,82138.27,11/26/2018,11,25
374523,Maintenance,82138.27,11/26/2018,11,26
374532,Engineering,103050,11/21/2018,11,64
374532,Architecture,103050,11/21/2018,11,67
374532,Planning,103050,11/21/2018,11,55
374697,Policy,65000,11/16/2018,11,15
374697,Research,65000,11/16/2018,11,49
374697,Analysis,65000,11/16/2018,11,41
374717,Technology,77321.5,12/03/2018,12,5
374717,Data,77321.5,12/03/2018,12,5
374717,Innovation,77321.5,12/03/2018,12,4
374742,Policy,57262,11/16/2018,11,15
374742,Research,57262,11/16/2018,11,49
374742,Analysis,57262,11/16/2018,11,41
374844,Engineering,89349,11/27/2018,11,64
374844,Architecture,89349,11/27/2018,11,67
374844,Planning,89349,11/27/2018,11,55
374955,Engineering,76496,11/21/2018,11,64
374955,Architecture,76496,11/21/2018,11,67
374955,Research,76496,11/21/2018,11,49
374955,Analysis,76496,11/21/2018,11,41
375328,Engineering,93433.5,02/21/2019,2,19
375328,Architecture,93433.5,02/21/2019,2,19
375328,Planning,93433.5,02/21/2019,2,11
375595,Engineering,106909.5,12/10/2018,12,7
375595,Architecture,106909.5,12/10/2018,12,7
375595,Planning,106909.5,12/10/2018,12,7
375600,Engineering,128247.5,12/05/2018,12,7
375600,Architecture,128247.5,12/05/2018,12,7
375600,Planning,128247.5,12/05/2018,12,7
375604,Engineering,106909.5,12/05/2018,12,7
375604,Architecture,106909.5,12/05/2018,12,7
375604,Planning,106909.5,12/05/2018,12,7
375820,Technology,120474.5,08/23/2019,8,33
375820,Data,120474.5,08/23/2019,8,41
375820,Innovation,120474.5,08/23/2019,8,39
375989,Social Services,37979.5,12/03/2018,12,1
376049,Research,66315.5,12/10/2018,12,8
376049,Analysis,66315.5,12/10/2018,12,6
376088,Technology,77145.5,01/09/2019,1,9
376088,Data,77145.5,01/09/2019,1,12
376088,Innovation,77145.5,01/09/2019,1,12
376356,Legal Affairs,37979.5,12/05/2018,12,4
376405,Administration,107734,05/21/2019,5,9
376405,Research,107734,05/21/2019,5,5
376405,Analysis,107734,05/21/2019,5,3
376426,Administration,100000,12/10/2018,12,6
376426,Human Resources,100000,12/10/2018,12,5
376439,Technology,72500,12/10/2018,12,5
376439,Data,72500,12/10/2018,12,5
376439,Innovation,72500,12/10/2018,12,4
376453,Administration,82653,12/06/2018,12,6
376453,Research,82653,12/06/2018,12,8
376493,Technology,107978,12/12/2018,12,5
376493,Data,107978,12/12/2018,12,5
376493,Innovation,107978,12/12/2018,12,4
376556,Administration,100000,12/10/2018,12,6
376556,Human Resources,100000,12/10/2018,12,5
376620,Engineering,80526.5,12/14/2018,12,7
376620,Architecture,80526.5,12/14/2018,12,7
376620,Planning,80526.5,12/14/2018,12,7
376623,Engineering,89349,12/10/2018,12,7
376623,Architecture,89349,12/10/2018,12,7
376623,Planning,89349,12/10/2018,12,7
376668,Engineering,60592,01/08/2019,1,18
376668,Architecture,60592,01/08/2019,1,18
376668,Accounting,60592,01/08/2019,1,4
376668,Procurement,60592,01/08/2019,1,3
376882,Building Operations,45179.99,12/20/2018,12,3
376882,Maintenance,45179.99,12/20/2018,12,2
376966,Technology,95260.5,01/24/2019,1,9
376966,Data,95260.5,01/24/2019,1,12
376966,Innovation,95260.5,01/24/2019,1,12
377102,Health,58736,12/17/2018,12,2
377247,Legal Affairs,71436,12/13/2018,12,4
377284,Health,37979.5,12/17/2018,12,2
377304,Policy,50012,12/13/2018,12,3
377304,Research,50012,12/13/2018,12,8
377304,Analysis,50012,12/13/2018,12,6
377309,Engineering,103050,01/11/2019,1,18
377309,Architecture,103050,01/11/2019,1,18
377309,Planning,103050,01/11/2019,1,11
377373,Technology,128247.5,08/23/2019,8,33
377373,Data,128247.5,08/23/2019,8,41
377373,Innovation,128247.5,08/23/2019,8,39
377560,Technology,108042,08/23/2019,8,33
377560,Data,108042,08/23/2019,8,41
377560,Innovation,108042,08/23/2019,8,39
377572,Public Safety,43415.5,12/20/2018,12,1
377572,Inspections,43415.5,12/20/2018,12,5
377572,Enforcement,43415.5,12/20/2018,12,4
377686,Finance,70000,08/06/2019,8,25
377686,Accounting,70000,08/06/2019,8,27
377686,Procurement,70000,08/06/2019,8,19
377694,Maintenance,38447.5,01/08/2019,1,10
377945,Constituent Services,49576.5,08/29/2019,8,22
377945,Data,49576.5,08/29/2019,8,41
377945,Innovation,49576.5,08/29/2019,8,39
377949,Finance,70691,12/20/2018,12,3
377949,Accounting,70691,12/20/2018,12,3
377949,Procurement,70691,12/20/2018,12,2
378370,Engineering,115732,01/02/2019,1,18
378370,Architecture,115732,01/02/2019,1,18
378370,Planning,115732,01/02/2019,1,11
378428,Building Operations,54402,01/14/2019,1,7
378428,Maintenance,54402,01/14/2019,1,10
378703,Technology,99637.5,01/02/2019,1,9
378703,Data,99637.5,01/02/2019,1,12
378703,Innovation,99637.5,01/02/2019,1,12
378720,Health,160099,01/03/2019,1,6
378766,Technology,72500,11/04/2019,11,31
378766,Data,72500,11/04/2019,11,40
378766,Innovation,72500,11/04/2019,11,33
378806,Finance,66315.5,01/09/2019,1,1
378806,Accounting,66315.5,01/09/2019,1,4
378806,Procurement,66315.5,01/09/2019,1,3
378814,Technology,102817.5,01/03/2019,1,9
378814,Data,102817.5,01/03/2019,1,12
378814,Innovation,102817.5,01/03/2019,1,12
378850,Technology,82500,11/04/2019,11,31
378850,Data,82500,11/04/2019,11,40
378850,Innovation,82500,11/04/2019,11,33
378936,Engineering,63305,01/08/2019,1,18
378936,Architecture,63305,01/08/2019,1,18
378936,Accounting,63305,01/08/2019,1,4
378936,Procurement,63305,01/08/2019,1,3
379094,Technology,99637.5,01/07/2019,1,9
379094,Data,99637.5,01/07/2019,1,12
379094,Innovation,99637.5,01/07/2019,1,12
379095,Technology,89362.5,01/08/2019,1,9
379095,Data,89362.5,01/08/2019,1,12
379095,Innovation,89362.5,01/08/2019,1,12
379096,Technology,102817.5,01/07/2019,1,9
379096,Data,102817.5,01/07/2019,1,12
379096,Innovation,102817.5,01/07/2019,1,12
379149,Administration,55000,01/08/2019,1,1
379149,Human Resources,55000,01/08/2019,1,1
379361,Engineering,105044,01/09/2019,1,18
379361,Architecture,105044,01/09/2019,1,18
379361,Planning,105044,01/09/2019,1,11
379378,Research,80000,01/09/2019,1,3
379378,Analysis,80000,01/09/2019,1,1
379470,Engineering,128247.5,01/15/2019,1,18
379470,Architecture,128247.5,01/15/2019,1,18
379470,Planning,128247.5,01/15/2019,1,11
379603,Building Operations,53834,01/11/2019,1,7
379603,Maintenance,53834,01/11/2019,1,10
379761,Building Operations,77556.15,01/16/2019,1,7
379761,Maintenance,77556.15,01/16/2019,1,10
379883,Engineering,100000,01/15/2019,1,18
379883,Architecture,100000,01/15/2019,1,18
379883,Planning,100000,01/15/2019,1,11
379976,Constituent Services,58762,01/23/2019,1,4
379976,Community Programs,58762,01/23/2019,1,4
380616,Legal Affairs,102500,01/17/2019,1,3
380669,Legal Affairs,71300.5,01/15/2019,1,3
380674,Building Operations,77556.15,01/16/2019,1,7
380674,Maintenance,77556.15,01/16/2019,1,10
380943,Building Operations,36357.5,09/19/2019,9,9
380943,Maintenance,36357.5,09/19/2019,9,12
380956,Constituent Services,70717,01/17/2019,1,4
380956,Community Programs,70717,01/17/2019,1,4
381081,Constituent Services,63720,01/18/2019,1,4
381081,Community Programs,63720,01/18/2019,1,4
381189,Engineering,98275,01/29/2019,1,18
381189,Architecture,98275,01/29/2019,1,18
381189,Planning,98275,01/29/2019,1,11
381228,Legal Affairs,74351.5,01/22/2019,1,3
381270,Engineering,94051.5,01/24/2019,1,18
381270,Architecture,94051.5,01/24/2019,1,18
381270,Planning,94051.5,01/24/2019,1,11
381279,Engineering,84076,01/24/2019,1,18
381279,Architecture,84076,01/24/2019,1,18
381279,Planning,84076,01/24/2019,1,11
381282,Engineering,59572,01/24/2019,1,18
381282,Architecture,59572,01/24/2019,1,18
381282,Planning,59572,01/24/2019,1,11
381310,Building Operations,82138.27,01/24/2019,1,7
381310,Maintenance,82138.27,01/24/2019,1,10
381464,Health,40776.46,01/23/2019,1,6
381490,Building Operations,51402.5,01/29/2019,1,7
381490,Maintenance,51402.5,01/29/2019,1,10
381492,Policy,56968,05/10/2019,5,4
381492,Research,56968,05/10/2019,5,5
381492,Inspections,56968,05/10/2019,5,31
381492,Enforcement,56968,05/10/2019,5,31
381659,Engineering,55435,02/27/2019,2,19
381659,Architecture,55435,02/27/2019,2,19
381659,Research,55435,02/27/2019,2,7
381659,Analysis,55435,02/27/2019,2,6
381752,Inspections,74938,01/29/2019,1,7
381752,Enforcement,74938,01/29/2019,1,7
381848,Public Safety,140659,01/29/2019,1,2
381848,Inspections,140659,01/29/2019,1,7
381848,Enforcement,140659,01/29/2019,1,7
381982,Public Safety,85995,02/05/2019,2,7
381982,Inspections,85995,02/05/2019,2,14
381982,Enforcement,85995,02/05/2019,2,13
382050,Administration,37018.67,02/08/2019,2,10
382050,Human Resources,37018.67,02/08/2019,2,7
382263,Health,46990.5,01/30/2019,1,6
382274,Health,43486,01/30/2019,1,6
382280,Health,63236.5,01/30/2019,1,6
382425,Administration,55000,02/07/2019,2,10
382425,Community Programs,55000,02/07/2019,2,1
382675,Administration,80000,02/04/2019,2,10
382675,Accounting,80000,02/04/2019,2,4
382675,Procurement,80000,02/04/2019,2,2
383059,Public Safety,71951.5,02/05/2019,2,7
383059,Inspections,71951.5,02/05/2019,2,14
383059,Enforcement,71951.5,02/05/2019,2,13
383076,Legal Affairs,74163,02/05/2019,2,5
383081,Policy,50262,02/05/2019,2,2
383081,Research,50262,02/05/2019,2,7
383081,Analysis,50262,02/05/2019,2,6
383142,Health,90995,02/06/2019,2,2
383153,Legal Affairs,64358,02/06/2019,2,5
383183,Technology,95000,02/06/2019,2,3
383183,Data,95000,02/06/2019,2,4
383183,Innovation,95000,02/06/2019,2,4
383185,Finance,64947.5,02/11/2019,2,3
383185,Accounting,64947.5,02/11/2019,2,4
383185,Procurement,64947.5,02/11/2019,2,2
383229,Legal Affairs,79483.5,02/06/2019,2,5
383260,Public Safety,45684,02/07/2019,2,7
383260,Inspections,45684,02/07/2019,2,14
383260,Enforcement,45684,02/07/2019,2,13
